Year ,Month,State,County,Unemployment_Rate
2020,June,CA,Fair Oaks CDP,8.6
2020,June,CA,Fairview CDP,6
2020,June,CA,Fallbrook CDP,11.5
2020,June,CA,Fall River Mills CDP,0
2020,June,CA,Farmersville city,19.2
2020,June,CA,Farmington CDP,0
2020,June,CA,Fellows CDP,17.6
2020,June,CA,Felton CDP,15.1
2020,June,CA,Ferndale city,4.2
2020,June,CA,Fetters Hot Springs Agua Caliente CDP,4.4
2020,June,CA,Fillmore city,9.8
2020,June,CA,Firebaugh city,21.7
2020,June,CA,Florence Graham CDP,23.3
2020,June,CA,Florin CDP,20.1
2020,June,CA,Folsom city,8.6
2020,June,CA,Fontana city,12.9
2020,June,CA,Foothill Farms CDP,13
2020,June,CA,Ford City CDP,18.3
2020,June,CA,Foresthill CDP,8.7
2020,June,CA,Forest Meadows CDP,16.7
2020,June,CA,Forestville CDP,11.2
2020,June,CA,Fort Bragg city,10.7
2020,June,CA,Fortuna city,8.9
2020,June,CA,Foster City city,6.6
2020,June,CA,Fountain Valley city,13.1
2020,June,CA,Fowler city,10.3
2020,June,CA,Frazier Park CDP,17.7
2020,June,CA,Freedom CDP,16.3
2020,June,CA,Fremont city,9.2
2020,June,CA,French Camp CDP,15.8
2020,June,CA,Fresno city,14.1
2020,June,CA,Friant CDP,22.2
2020,June,CA,Fullerton city,13.7
2020,June,CA,Furnace Creek CDP,1.9
2020,June,CA,Galt city,11
2020,June,CA,Gardena city,19.8
2020,June,CA,Garden Acres CDP,19.6
2020,June,CA,Garden Grove city,16.7
2020,June,CA,Georgetown CDP,21.1
2020,June,CA,Gilroy city,11
2020,June,CA,Glendale city,19.3
2020,June,CA,Glendora city,15.1
2020,June,CA,Glen Ellen CDP,0
2020,June,CA,Golden Hills CDP,8.3
2020,June,CA,Gold River CDP,13.6
2020,June,CA,Goleta City,8.8
2020,June,CA,Gonzales city,2.5
2020,June,CA,Goshen CDP,16.5
2020,June,CA,Graeagle CDP,9.8
2020,June,CA,Grand Terrace city,13.1
2020,June,CA,Granite Bay CDP,10.3
2020,June,CA,Grass Valley city,13
2020,June,CA,Graton CDP,17.8
2020,June,CA,Greenfield city,10.4
2020,June,CA,Greenhorn CDP,17.8
2020,June,CA,Green Valley CDP,0
2020,June,CA,Greenville CDP,23.7
2020,June,CA,Gridley city,12.4
2020,June,CA,Grover Beach city,12.4
2020,June,CA,Guadalupe city,8.3
2020,June,CA,Guerneville CDP,10.4
2020,June,CA,Gustine city,15.1
2020,June,CA,Hacienda Heights CDP,14.8
2020,June,CA,Half Moon Bay city,7.3
2020,June,CA,Hamilton Branch CDP,19.7
2020,June,CA,Hamilton City CDP,11.2
2020,June,CA,Hanford city,12.6
2020,June,CA,Hawaiian Gardens city,19
2020,June,CA,Hawthorne city,21.2
2020,June,CA,Hayfork CDP,2.4
2020,June,CA,Hayward city,13.9
2020,June,CA,Healdsburg city,8.9
2020,June,CA,Heber CDP,27.5
2020,June,CA,Hemet city,17
2020,June,CA,Hercules city,12.2
2020,June,CA,Hermosa Beach city,9.4
2020,June,CA,Hesperia city,14.7
2020,June,CA,Hidden Hills city,15.1
2020,June,CA,Hidden Valley Lake CDP,3.7
2020,June,CA,Highgrove CDP,20.1
2020,June,CA,Highland city,13.8
2020,June,CA,Hillsborough town,9.6
2020,June,CA,Hilmar Irwin CDP,5
2020,June,CA,Hollister city,12.9
2020,June,CA,Holtville city,29
2020,June,CA,Home Garden CDP,20.7
2020,June,CA,Home Gardens CDP,11.8
2020,June,CA,Homeland CDP,14.7
2020,June,CA,Hughson city,10.6
2020,June,CA,Huntington Beach city,11.8
2020,June,CA,Huntington Park city,16.3
2020,June,CA,Huron city,19.3
2020,June,CA,Hydesville CDP,1.4
2020,June,CA,Idyllwild Pine Cove CDP,8.5
2020,June,CA,Imperial city,23.8
2020,June,CA,Imperial Beach city,16
2020,June,CA,Independence CDP,5.9
2020,June,CA,Indian Falls CDP,0
2020,June,CA,Indian Wells city,11.5
2020,June,CA,Indio city,16.6
2020,June,CA,Industry city,20
2020,June,CA,Inglewood city,22.9
2020,June,CA,Interlaken CDP,11.8
2020,June,CA,Inverness CDP,3.8
2020,June,CA,Inyokern CDP,0
2020,June,CA,Ione city,11.3
2020,June,CA,Iron Horse CDP,0
2020,June,CA,Irvine city,10.2
2020,June,CA,Irwindale city,25.2
2020,June,CA,Isla Vista CDP,21.1
2020,June,CA,Isleton city,11.9
2020,June,CA,Ivanhoe CDP,18
2020,June,CA,Jackson city,9.9
2020,June,CA,Jamestown CDP,19.6
2020,June,CA,Johannesburg CDP,0
2020,June,CA,Johnsville CDP,0
2020,June,CA,Joshua Tree CDP,20.1
2020,June,CA,Jurupa Valley city,12.2
2020,June,CA,Keddie CDP,56.3
2020,June,CA,Keeler CDP,0
2020,June,CA,Keene CDP,17.4
2020,June,CA,Kelseyville CDP,7.8
2020,June,CA,Kennedy CDP,22.6
2020,June,CA,Kensington CDP,7.7
2020,June,CA,Kerman city,11.6
2020,June,CA,Kernville CDP,0
2020,June,CA,Kettleman City CDP,18.6
2020,June,CA,Keyes CDP,14.1
2020,June,CA,King City city,6.8
2020,June,CA,Kings Beach CDP,3.8
2020,June,CA,Kingsburg city,9.5
2020,June,CA,Kirkwood CDP,6.3
2020,June,CA,Klamath CDP,17.9
2020,June,CA,Knightsen CDP,6.9
2020,June,CA,La Canada Flintridge city,9.1
2020,June,CA,La Crescenta Montrose CDP,13.5
2020,June,CA,Ladera Heights CDP,21.6
2020,June,CA,Lafayette city,7.4
2020,June,CA,Laguna Beach city,9.6
2020,June,CA,Laguna Hills city,10.1
2020,June,CA,Laguna Niguel city,10.5
2020,June,CA,Laguna Woods city,8.4
2020,June,CA,La Habra city,12.8
2020,June,CA,La Habra Heights city,15.2
2020,June,CA,Lake Almanor Country Club CDP,0
2020,June,CA,Lake Almanor Peninsula CDP,0
2020,June,CA,Lake Almanor West CDP,31.3
2020,June,CA,Lake Arrowhead CDP,13.7
2020,June,CA,Lake Elsinore city,13.9
2020,June,CA,Lake Forest city,9.6
2020,June,CA,Lake Isabella CDP,22.2
2020,June,CA,Lakeland Village CDP,20
2020,June,CA,Lake Los Angeles CDP,30.7
2020,June,CA,Lake Nacimiento CDP,8.5
2020,June,CA,Lake of the Pines CDP,15.1
2020,June,CA,Lake of the Woods CDP,16.3
2020,June,CA,Lakeport city,6.5
2020,June,CA,Lakeside CDP,15.8
2020,June,CA,Lakeview CDP,14.6
2020,June,CA,Lake Wildwood CDP,2.7
2020,June,CA,Lakewood city,17.4
2020,June,CA,La Mesa city,12.8
2020,June,CA,La Mirada city,17.3
2020,June,CA,Lamont CDP,15.2
2020,June,CA,Lanare CDP,0
2020,June,CA,Lancaster city,19.6
2020,June,CA,La Palma city,12.1
2020,June,CA,La Porte CDP,0
2020,June,CA,La Puente city,18.3
2020,June,CA,La Quinta city,15
2020,June,CA,La Riviera CDP,10.8
2020,June,CA,Larkspur city,6.9
2020,June,CA,Las Flores CDP,4.2
2020,June,CA,Las Lomas CDP,14.8
2020,June,CA,Lathrop city,11.2
2020,June,CA,Laton CDP,16
2020,June,CA,La Verne city,14.9
2020,June,CA,Lawndale city,21.1
2020,June,CA,Laytonville CDP,25
2020,June,CA,Lebec CDP,26.8
2020,June,CA,Le Grand CDP,18.7
2020,June,CA,Lemon Cove CDP,5.9
2020,June,CA,Lemon Grove city,15.5
2020,June,CA,Lemoore city,11.7
2020,June,CA,Lemoore Station CDP,10
2020,June,CA,Lennox CDP,18.8
2020,June,CA,Lenwood CDP,3.7
2020,June,CA,Lewiston CDP,8.4
2020,June,CA,Lincoln city,10
2020,June,CA,Lincoln Village CDP,13.3
2020,June,CA,Linda CDP,18.2
2020,June,CA,Linden CDP,5.9
2020,June,CA,Lindsay city,22
2020,June,CA,Little Grass Valley CDP,0
2020,June,CA,Littlerock CDP,33.4
2020,June,CA,Live Oak CDP,7.7
2020,June,CA,Live Oak city,11.9
2020,June,CA,Livermore city,9.6
2020,June,CA,Livingston city,7.5
2020,June,CA,Lockeford CDP,16.1
2020,June,CA,Lodi city,12.7
2020,June,CA,Loma Linda city,8.7
2020,June,CA,Loma Rica CDP,4.8
2020,June,CA,Lomita city,16.5
2020,June,CA,Lompoc city,12.7
2020,June,CA,London CDP,23.2
2020,June,CA,Lone Pine CDP,10
2020,June,CA,Long Beach city,18.4
2020,June,CA,Loomis town,11.5
2020,June,CA,Los Alamitos city,12.8
2020,June,CA,Los Alamos CDP,10.3
2020,June,CA,Los Altos city,5.2
2020,June,CA,Los Angeles city,18.5
2020,June,CA,Los Banos city,17.3
2020,June,CA,Los Gatos town,7.7
2020,June,CA,Los Molinos CDP,10.8
2020,June,CA,Lost Hills CDP,6.4
2020,June,CA,Lower Lake CDP,10.5
2020,June,CA,Loyalton city,9.6
2020,June,CA,Lucerne CDP,6.5
2020,June,CA,Lynwood city,19.8
2020,June,CA,McCloud CDP,18.2
2020,June,CA,McFarland city,20.6
2020,June,CA,McKinleyville CDP,7.7
2020,June,CA,McKittrick CDP,0
2020,June,CA,Madera city,13
2020,June,CA,Madera Acres CDP,9.3
2020,June,CA,Magalia CDP,8.2
2020,June,CA,Malibu city,12
2020,June,CA,Mammoth Lakes town,1.7
2020,June,CA,Manhattan Beach city,10.2
2020,June,CA,Manteca city,13.8
2020,June,CA,Manton CDP,10.6
2020,June,CA,March AFB CDP,4.2
2020,June,CA,Maricopa city,21.7
2020,June,CA,Marina city,15.6
2020,June,CA,Marina del Rey CDP,11.7
2020,June,CA,Mariposa CDP,5.9
2020,June,CA,Markleeville CDP,0
2020,June,CA,Martinez city,10.5
2020,June,CA,Marysville city,12.3
2020,June,CA,Mayflower Village CDP,12.5
2020,June,CA,Maywood city,15.5
2020,June,CA,Meadow Valley CDP,33.3
2020,June,CA,Meadow Vista CDP,6.4
2020,June,CA,Mecca CDP,14.8
2020,June,CA,Meiners Oaks CDP,8.3
2020,June,CA,Mendocino CDP,0
2020,June,CA,Mendota city,28.8
2020,June,CA,Menifee City,14.1
2020,June,CA,Menlo Park city,5.3
2020,June,CA,Mentone CDP,11.4
2020,June,CA,Merced city,15.6
2020,June,CA,Mesa CDP,10.4
2020,June,CA,Mesa Vista CDP,32.3
2020,June,CA,Mettler CDP,30.8
2020,June,CA,Middletown CDP,14.8
2020,June,CA,Millbrae city,9
2020,June,CA,Mill Valley city,5.8
2020,June,CA,Milpitas city,10.6
2020,June,CA,Mineral CDP,18.1
2020,June,CA,Mira Monte CDP,13.2
2020,June,CA,Mission Canyon CDP,2.8
2020,June,CA,Mission Hills CDP,17.8
2020,June,CA,Mission Viejo city,11
2020,June,CA,Mi Wuk Village CDP,24.7
2020,June,CA,Modesto city,14.5
2020,June,CA,Mohawk Vista CDP,0
2020,June,CA,Mojave CDP,33.6
2020,June,CA,Mokelumne Hill CDP,24.7
2020,June,CA,Mono Vista CDP,1.8
2020,June,CA,Monrovia city,15.3
2020,June,CA,Montclair city,12.5
2020,June,CA,Montebello city,19.5
2020,June,CA,Montecito CDP,14.5
2020,June,CA,Monterey city,13.6
2020,June,CA,Monterey Park city,23
2020,June,CA,Monte Rio CDP,33.5
2020,June,CA,Moorpark city,10.5
2020,June,CA,Morada CDP,0
2020,June,CA,Moraga town,7.6
2020,June,CA,Moreno Valley city,14.3
2020,June,CA,Morgan Hill city,9.5
2020,June,CA,Morongo Valley CDP,12.1
2020,June,CA,Morro Bay city,15.1
2020,June,CA,Moss Landing CDP,0
2020,June,CA,Mountain Mesa CDP,14.7
2020,June,CA,Mountain Ranch CDP,16.3
2020,June,CA,Mountain View CDP,21.9
2020,June,CA,Mountain View city,5.2
2020,June,CA,Mountain View Acres CDP,20.4
2020,June,CA,Mount Shasta city,3
2020,June,CA,Murphys CDP,10.4
2020,June,CA,Murrieta city,12.6
2020,June,CA,Muscoy CDP,25.3
2020,June,CA,Napa city,11
2020,June,CA,National City city,16.5
2020,June,CA,Needles city,9.2
2020,June,CA,Nevada City city,9
2020,June,CA,Newark city,11.3
2020,June,CA,Newman city,17.5
2020,June,CA,Newport Beach city,9.3
2020,June,CA,Nice CDP,7.4
2020,June,CA,Nipomo CDP,14.1
2020,June,CA,Norco city,11.1
2020,June,CA,North Auburn CDP,8
2020,June,CA,North Edwards CDP,24
2020,June,CA,North El Monte CDP,9.9
2020,June,CA,North Fair Oaks CDP,6.8
2020,June,CA,North Highlands CDP,10.5
2020,June,CA,North Lakeport CDP,4.5
2020,June,CA,Norwalk city,19
2020,June,CA,Novato city,9.1
2020,June,CA,Nuevo CDP,13.1
2020,June,CA,Oakdale city,16.7
2020,June,CA,Oakhurst CDP,12.2
2020,June,CA,Oakland city,14.3
2020,June,CA,Oakley city,12.9
2020,June,CA,Oak Park CDP,13.1
2020,June,CA,Oak View CDP,11.7
2020,June,CA,Occidental CDP,0
2020,June,CA,Oceano CDP,13
2020,June,CA,Oceanside city,13.1
2020,June,CA,Oildale CDP,23.3
2020,June,CA,Ojai city,8.9
2020,June,CA,Olancha CDP,14.7
2020,June,CA,Olivehurst CDP,17.6
2020,June,CA,Ontario city,12.8
2020,June,CA,Onyx CDP,0
2020,June,CA,Orange city,11.4
2020,June,CA,Orange Cove city,20.1
2020,June,CA,Orangevale CDP,8.9
2020,June,CA,Orcutt CDP,10.8
2020,June,CA,Orinda city,7.2
2020,June,CA,Orland city,11.1
2020,June,CA,Oroville city,11.6
2020,June,CA,Oroville East CDP,8.7
2020,June,CA,Oxnard city,11.6
2020,June,CA,Pacheco CDP,19.6
2020,June,CA,Pacifica city,9.5
2020,June,CA,Pacific Grove city,10
2020,June,CA,Pajaro CDP,39.5
2020,June,CA,Palermo CDP,20.7
2020,June,CA,Palmdale city,20
2020,June,CA,Palm Desert city,15.9
2020,June,CA,Palm Springs city,15.5
2020,June,CA,Palo Alto city,5
2020,June,CA,Palos Verdes Estates city,9.5
2020,June,CA,Paradise town,4.1
2020,June,CA,Paramount city,19.5
2020,June,CA,Parksdale CDP,13.3
2020,June,CA,Parkwood CDP,17.2
2020,June,CA,Parlier city,14.6
2020,June,CA,Pasadena city,15
2020,June,CA,Patterson city,12.6
2020,June,CA,Paxton CDP,0
2020,June,CA,Penn Valley CDP,16.7
2020,June,CA,Perris city,14.7
2020,June,CA,Petaluma city,9.3
2020,June,CA,Pico Rivera city,18.5
2020,June,CA,Piedmont city,7.3
2020,June,CA,Pine Mountain Club CDP,11.8
2020,June,CA,Pinole city,11.8
2020,June,CA,Piru CDP,17.1
2020,June,CA,Pismo Beach city,5.7
2020,June,CA,Pittsburg city,15.3
2020,June,CA,Pixley CDP,28.7
2020,June,CA,Placentia city,12.4
2020,June,CA,Placerville city,8
2020,June,CA,Planada CDP,18
2020,June,CA,Pleasant Hill city,10
2020,June,CA,Pleasanton city,8.4
2020,June,CA,Plumas Eureka CDP,14.2
2020,June,CA,Plymouth city,9.2
2020,June,CA,Point Arena city,8.8
2020,June,CA,Point Reyes Station CDP,0
2020,June,CA,Pollock Pines CDP,10.1
2020,June,CA,Pomona city,17.9
2020,June,CA,Poplar Cotton Center CDP,44.4
2020,June,CA,Port Costa CDP,0
2020,June,CA,Porterville city,18.5
2020,June,CA,Port Hueneme city,11.1
2020,June,CA,Portola city,3.4
2020,June,CA,Poway city,8.6
2020,June,CA,Prattville CDP,0
2020,June,CA,Prunedale CDP,13.6
2020,June,CA,Quartz Hill CDP,18.4
2020,June,CA,Quincy CDP,5.4
2020,June,CA,Raisin City CDP,14.5
2020,June,CA,Ramona CDP,10.6
2020,June,CA,Rancho Calaveras CDP,8.5
2020,June,CA,Rancho Cordova City,12.4
2020,June,CA,Rancho Cucamonga city,11.2
2020,June,CA,Rancho Mirage city,10.6
2020,June,CA,Rancho Murieta CDP,5.9
2020,June,CA,Rancho Palos Verdes city,11.6
2020,June,CA,Rancho Santa Margarita city,9.6
2020,June,CA,Rancho Tehama Reserve CDP,17.2
2020,June,CA,Randsburg CDP,0
2020,June,CA,Red Bluff city,12.2
2020,June,CA,Redding city,10.7
2020,June,CA,Redlands city,10.4
2020,June,CA,Redondo Beach city,13.7
2020,June,CA,Redway CDP,11
2020,June,CA,Redwood City city,7
2020,June,CA,Reedley city,14.7
2020,June,CA,Rialto city,14.5
2020,June,CA,Richgrove CDP,49.4
2020,June,CA,Richmond city,15
2020,June,CA,Ridgecrest city,7.4
2020,June,CA,Ridgemark CDP,7.1
2020,June,CA,Rio Dell city,13.8
2020,June,CA,Rio del Mar CDP,8.2
2020,June,CA,Rio Linda CDP,9.9
2020,June,CA,Rio Vista city,15.2
2020,June,CA,Ripon city,8.8
2020,June,CA,Riverbank city,11
2020,June,CA,Riverdale CDP,6.1
2020,June,CA,Riverside city,12.6
2020,June,CA,Rocklin city,9.6
2020,June,CA,Rodeo CDP,13.6
2020,June,CA,Rohnert Park city,10.8
2020,June,CA,Rolling Hills city,16.5
2020,June,CA,Rolling Hills Estates city,14.1
2020,June,CA,Rollingwood CDP,16.2
2020,June,CA,Romoland CDP,13.3
2020,June,CA,Rosamond CDP,19.5
2020,June,CA,Rosedale CDP,10.1
2020,June,CA,Rosemead city,24.8
2020,June,CA,Rosemont CDP,12.5
2020,June,CA,Roseville city,10.1
2020,June,CA,Rossmoor CDP,10.4
2020,June,CA,Round Valley CDP,0
2020,June,CA,Rowland Heights CDP,13.5
2020,June,CA,Running Springs CDP,17.4
2020,June,CA,Sacramento city,13
2020,June,CA,St. Helena city,5
2020,June,CA,Salida CDP,12.4
2020,June,CA,Salinas city,12.4
2020,June,CA,San Andreas CDP,4.1
2020,June,CA,San Anselmo town,12
2020,June,CA,San Antonio Heights CDP,3.5
2020,June,CA,San Ardo CDP,3.5
2020,June,CA,San Bernardino city,16.1
2020,June,CA,San Bruno city,11.2
2020,June,CA,San Buenaventura (Ventura) city,11.4
2020,June,CA,San Carlos city,6.5
2020,June,CA,San Clemente city,10.7
2020,June,CA,Sand City city,8.2
2020,June,CA,San Diego city,12.1
2020,June,CA,San Dimas city,15
2020,June,CA,San Fernando city,17.3
2020,June,CA,San Francisco city,10.9
2020,June,CA,San Gabriel city,20.8
2020,June,CA,Sanger city,14.2
2020,June,CA,San Jacinto city,16
2020,June,CA,San Joaquin city,21
2020,June,CA,San Jose city,10.8
2020,June,CA,San Juan Bautista city,6.9
2020,June,CA,San Juan Capistrano city,10.4
2020,June,CA,San Leandro city,15
2020,June,CA,San Lorenzo CDP,12.5
2020,June,CA,San Lucas CDP,20.8
2020,June,CA,San Luis Obispo city,10
2020,June,CA,San Marcos city,11.3
2020,June,CA,San Marino city,10.2
2020,June,CA,San Martin CDP,8.1
2020,June,CA,San Mateo city,8
2020,June,CA,San Miguel CDP,19.8
2020,June,CA,San Pablo city,15.5
2020,June,CA,San Rafael city,9.1
2020,June,CA,San Ramon city,9.3
2020,June,CA,Santa Ana city,12.5
2020,June,CA,Santa Barbara city,9.9
2020,June,CA,Santa Clara city,7.9
2020,June,CA,Santa Clarita city,17.2
2020,June,CA,Santa Cruz city,11.1
2020,June,CA,Santa Fe Springs city,11.4
2020,June,CA,Santa Maria city,10.3
2020,June,CA,Santa Monica city,15.2
2020,June,CA,Santa Paula city,11.4
2020,June,CA,Santa Rosa city,10.1
2020,June,CA,Santa Ynez CDP,10.7
2020,June,CA,Santee city,10.9
2020,June,CA,Saratoga city,6.2
2020,June,CA,Sausalito city,8.9
2020,June,CA,Scotts Valley city,6.6
2020,June,CA,Seal Beach city,11.3
2020,June,CA,Searles Valley CDP,22.5
2020,June,CA,Seaside city,15
2020,June,CA,Sebastopol city,16.2
2020,June,CA,Selma city,10.2
2020,June,CA,Shafter city,22.4
2020,June,CA,Shandon CDP,11.5
2020,June,CA,Shasta Lake city,12.5
2020,June,CA,Shaver Lake CDP,1.5
2020,June,CA,Shingle Springs CDP,2.6
2020,June,CA,Shingletown CDP,13.7
2020,June,CA,Shoshone CDP,0
2020,June,CA,Sierra Madre city,18.3
2020,June,CA,Signal Hill city,17
2020,June,CA,Simi Valley city,11.8
2020,June,CA,Solana Beach city,6.9
2020,June,CA,Soledad city,12.5
2020,June,CA,Solvang city,5.9
2020,June,CA,Sonoma city,7.9
2020,June,CA,Sonora city,12.1
2020,June,CA,Soquel CDP,8.9
2020,June,CA,Soulsbyville CDP,11.7
2020,June,CA,South Dos Palos CDP,28
2020,June,CA,South El Monte city,17.7
2020,June,CA,South Gate city,18.6
2020,June,CA,South Lake Tahoe city,11.5
2020,June,CA,South Oroville CDP,10.7
2020,June,CA,South Pasadena city,14.8
2020,June,CA,South San Francisco city,12.4
2020,June,CA,South San Gabriel CDP,19.2
2020,June,CA,South San Jose Hills CDP,23.9
2020,June,CA,South Taft CDP,34.4
2020,June,CA,South Whittier CDP,15.7
2020,June,CA,Spreckels CDP,0
2020,June,CA,Spring Garden CDP,0
2020,June,CA,Spring Valley CDP,16.7
2020,June,CA,Springville CDP,8.1
2020,June,CA,Squaw Valley CDP,11.4
2020,June,CA,Squirrel Mountain Valley CDP,36.4
2020,June,CA,Stallion Springs CDP,25.6
2020,June,CA,Stanton city,15.1
2020,June,CA,Stockton city,16.4
2020,June,CA,Stratford CDP,17
2020,June,CA,Strathmore CDP,30.1
2020,June,CA,Suisun City city,12.8
2020,June,CA,Summerland CDP,10.3
2020,June,CA,Sunnyside Tahoe City CDP,14.6
2020,June,CA,Sunnyvale city,6.8
2020,June,CA,Sunol CDP,11.4
2020,June,CA,Susanville city,8.2
2020,June,CA,Sutter CDP,10.3
2020,June,CA,Sutter Creek city,6.3
2020,June,CA,Taft city,10.8
2020,June,CA,Taft Heights CDP,15.6
2020,June,CA,Taft Mosswood CDP,15.6
2020,June,CA,Tahoe Vista CDP,2.1
2020,June,CA,Tamalpais Homestead Valley CDP,11.1
2020,June,CA,Tara Hills CDP,12.4
2020,June,CA,Taylorsville CDP,60
2020,June,CA,Tecopa CDP,56.9
2020,June,CA,Tehachapi city,11.3
2020,June,CA,Tehama city,11.1
2020,June,CA,Temecula city,12.4
2020,June,CA,Temple City city,19.6
2020,June,CA,Templeton CDP,4.8
2020,June,CA,Terra Bella CDP,36.4
2020,June,CA,Thermalito CDP,17.4
2020,June,CA,Thousand Oaks city,10.9
2020,June,CA,Thousand Palms CDP,9.7
2020,June,CA,Three Rivers CDP,10.1
2020,June,CA,Tipton CDP,27.6
2020,June,CA,Tobin CDP,0
2020,June,CA,Tomales CDP,0
2020,June,CA,Toro Canyon CDP,3.5
2020,June,CA,Torrance city,15
2020,June,CA,Tracy city,14.1
2020,June,CA,Tranquillity CDP,0
2020,June,CA,Traver CDP,8.7
2020,June,CA,Trinidad city,7
2020,June,CA,Truckee town,8.1
2020,June,CA,Tulare city,14.6
2020,June,CA,Tuolumne City CDP,0
2020,June,CA,Tupman CDP,34.8
2020,June,CA,Turlock city,12.2
2020,June,CA,Tustin city,11.4
2020,June,CA,Twain CDP,0
2020,June,CA,Twain Harte CDP,8.8
2020,June,CA,Twentynine Palms city,12.2
2020,June,CA,Twin Lakes CDP,9.1
2020,June,CA,Ukiah city,13.6
2020,June,CA,Union City city,11.7
2020,June,CA,Upland city,12.5
2020,June,CA,Upper Lake CDP,11.8
2020,June,CA,Vacaville city,10.8
2020,June,CA,Valinda CDP,18.9
2020,June,CA,Vallejo city,14.8
2020,June,CA,Valle Vista CDP,14.7
2020,June,CA,Valley Acres CDP,33.5
2020,June,CA,Valley Center CDP,10.3
2020,June,CA,Valley Ranch CDP,0
2020,June,CA,Valley Springs CDP,6.4
2020,June,CA,Val Verde CDP,28.5
2020,June,CA,Vandenberg AFB CDP,11.9
2020,June,CA,Vandenberg Village CDP,7.6
2020,June,CA,Vernon city,11.1
2020,June,CA,Victorville city,16.3
2020,June,CA,View Park Windsor Hills CDP,29.2
2020,June,CA,Villa Park city,13.3
2020,June,CA,Vine Hill CDP,7.2
2020,June,CA,Vineyard CDP,10.6
2020,June,CA,Visalia city,14.5
2020,June,CA,Vista city,12.8
2020,June,CA,Walnut city,14.9
2020,June,CA,Walnut Creek city,9
2020,June,CA,Walnut Grove CDP,23.5
2020,June,CA,Walnut Park CDP,18.7
2020,June,CA,Wasco city,19.1
2020,June,CA,Waterford city,17
2020,June,CA,Watsonville city,12.4
2020,June,CA,Weaverville CDP,11.1
2020,June,CA,Weed city,14.1
2020,June,CA,Weedpatch CDP,17.9
2020,June,CA,Weldon CDP,22.2
2020,June,CA,West Athens CDP,23.2
2020,June,CA,West Bishop CDP,6.5
2020,June,CA,West Carson CDP,15.4
2020,June,CA,West Covina city,18.6
2020,June,CA,West Hollywood city,20
2020,June,CA,Westlake Village city,10.3
2020,June,CA,West Menlo Park CDP,11.6
2020,June,CA,Westminster city,16.8
2020,June,CA,West Modesto CDP,30.3
2020,June,CA,Westmont CDP,24.4
2020,June,CA,Westmorland city,23.4
2020,June,CA,West Point CDP,0
2020,June,CA,West Puente Valley CDP,25.6
2020,June,CA,West Sacramento city,11.9
2020,June,CA,West Whittier Los Nietos CDP,12.7
2020,June,CA,Westwood CDP,2.5
2020,June,CA,Wheatland city,14.9
2020,June,CA,Whitehawk CDP,0
2020,June,CA,Whittier city,17
2020,June,CA,Wildomar city,12.7
2020,June,CA,Wilkerson CDP,10.7
2020,June,CA,Williams city,10.1
2020,June,CA,Willits city,8
2020,June,CA,Willowbrook CDP,25
2020,June,CA,Willow Creek CDP,0
2020,June,CA,Willows city,13
2020,June,CA,Wilton CDP,7
2020,June,CA,Winchester CDP,15.6
2020,June,CA,Windsor town,9.1
2020,June,CA,Winters city,10
2020,June,CA,Winton CDP,23.4
2020,June,CA,Wofford Heights CDP,16.9
2020,June,CA,Woodcrest CDP,7.3
2020,June,CA,Woodlake city,14.5
2020,June,CA,Woodland city,10
2020,June,CA,Woodville CDP,22.7
2020,June,CA,Wrightwood CDP,9.5
2020,June,CA,Yorba Linda city,10.2
2020,June,CA,Yosemite Lakes CDP,13.1
2020,June,CA,Yosemite Valley CDP,4.9
2020,June,CA,Yountville town,12.4
2020,June,CA,Yreka city,11.8
2020,June,CA,Yuba City city,14
2020,June,CA,Yucaipa city,10.9
2020,June,CA,Yucca Valley town,17.4
2020,June,CA,Anaheim-Santa Ana-Irvine,13.4
2020,June,CA,Oakland-Hayward-Berkeley,13.2
2020,June,CA,San Francisco-Redwood City-South San Francisco,11.5
2020,June,CA,San Rafael,9.8
2020,June,CA,Bakersfield,17.4
2020,June,CA,Chico,11.7
2020,June,CA,El Centro,28.7
2020,June,CA,Fresno,15.1
2020,June,CA,Hanford-Corcoran,14.8
2020,June,CA,Los Angeles-Long Beach-Anaheim,17.6
2020,June,CA,Madera,14.5
2020,June,CA,Merced,15.9
2020,June,CA,Modesto,15.2
2020,June,CA,Napa,12.7
2020,June,CA,Oxnard-Thousand Oaks-Ventura,12.6
2020,June,CA,Redding,11.8
2020,June,CA,Riverside-San Bernardino-Ontario,14
2020,June,CA,Sacramento--Roseville--Arden-Arcade,12.8
2020,June,CA,Salinas,16.5
2020,June,CA,San Diego-Carlsbad,13.5
2020,June,CA,San Francisco-Oakland-Hayward,12.5
2020,June,CA,San Jose-Sunnyvale-Santa Clara,10.5
2020,June,CA,San Luis Obispo-Paso Robles-Arroyo Grande,11.3
2020,June,CA,Santa Cruz-Watsonville,14.2
2020,June,CA,Santa Maria-Santa Barbara,11.9
2020,June,CA,Santa Rosa,11.4
2020,June,CA,Stockton-Lodi,15.9
2020,June,CA,Vallejo-Fairfield,13.6
2020,June,CA,Visalia-Porterville,17.8
2020,June,CA,Yuba City,15.2
2020,June,FL,Alachua County,6.5
2020,June,FL,Baker County,5.9
2020,June,FL,Bay County,6.9
2020,June,FL,Bradford County,7
2020,June,FL,Brevard County,8.2
2020,June,FL,Broward County,11.8
2020,June,FL,Calhoun County,6.2
2020,June,FL,Charlotte County,9.1
