Year ,Month,State,County,Unemployment_Rate
2020,June,CA,Ontario city,13.7
2020,June,CA,Onyx CDP,0
2020,June,CA,Orange city,12.6
2020,June,CA,Orange Cove city,21.4
2020,June,CA,Orangevale CDP,9.8
2020,June,CA,Orcutt CDP,12.4
2020,June,CA,Orinda city,8.1
2020,June,CA,Orland city,13.2
2020,June,CA,Oroville city,12.7
2020,June,CA,Oroville East CDP,9.5
2020,June,CA,Oxnard city,12.7
2020,June,CA,Pacheco CDP,21.7
2020,June,CA,Pacifica city,11.5
2020,June,CA,Pacific Grove city,11.9
2020,June,CA,Pajaro CDP,44.4
2020,June,CA,Palermo CDP,22.5
2020,June,CA,Palmdale city,21
2020,June,CA,Palm Desert city,17.2
2020,June,CA,Palm Springs city,16.8
2020,June,CA,Palo Alto city,5.7
2020,June,CA,Palos Verdes Estates city,10.3
2020,June,CA,Paradise town,4.3
2020,June,CA,Paramount city,20.3
2020,June,CA,Parksdale CDP,14.3
2020,June,CA,Parkwood CDP,18.3
2020,June,CA,Parlier city,15.6
2020,June,CA,Pasadena city,16.2
2020,June,CA,Patterson city,13.9
2020,June,CA,Paxton CDP,0
2020,June,CA,Penn Valley CDP,20.1
2020,June,CA,Perris city,15.4
2020,June,CA,Petaluma city,10.9
2020,June,CA,Pico Rivera city,19.7
2020,June,CA,Piedmont city,8.2
2020,June,CA,Pine Mountain Club CDP,12.5
2020,June,CA,Pinole city,13.2
2020,June,CA,Piru CDP,19
2020,June,CA,Pismo Beach city,6.7
2020,June,CA,Pittsburg city,16.8
2020,June,CA,Pixley CDP,30
2020,June,CA,Placentia city,13.5
2020,June,CA,Placerville city,10.1
2020,June,CA,Planada CDP,19.3
2020,June,CA,Pleasant Hill city,11.7
2020,June,CA,Pleasanton city,9.7
2020,June,CA,Plumas Eureka CDP,16.8
2020,June,CA,Plymouth city,9.9
2020,June,CA,Point Arena city,10
2020,June,CA,Point Reyes Station CDP,0
2020,June,CA,Pollock Pines CDP,12.5
2020,June,CA,Pomona city,19.1
2020,June,CA,Poplar Cotton Center CDP,46.1
2020,June,CA,Port Costa CDP,0
2020,June,CA,Porterville city,19.6
2020,June,CA,Port Hueneme city,12.4
2020,June,CA,Portola city,4
2020,June,CA,Poway city,9.8
2020,June,CA,Prattville CDP,0
2020,June,CA,Prunedale CDP,16.1
2020,June,CA,Quartz Hill CDP,19.8
2020,June,CA,Quincy CDP,6.5
2020,June,CA,Raisin City CDP,15.6
2020,June,CA,Ramona CDP,12
2020,June,CA,Rancho Calaveras CDP,9.7
2020,June,CA,Rancho Cordova City,13.3
2020,June,CA,Rancho Cucamonga city,12.2
2020,June,CA,Rancho Mirage city,11.4
2020,June,CA,Rancho Murieta CDP,6.4
2020,June,CA,Rancho Palos Verdes city,13.2
2020,June,CA,Rancho Santa Margarita city,11.2
2020,June,CA,Rancho Tehama Reserve CDP,18.3
2020,June,CA,Randsburg CDP,0
2020,June,CA,Red Bluff city,13
2020,June,CA,Redding city,11.6
2020,June,CA,Redlands city,11
2020,June,CA,Redondo Beach city,15.2
2020,June,CA,Redway CDP,12.5
2020,June,CA,Redwood City city,8.1
2020,June,CA,Reedley city,17.9
2020,June,CA,Rialto city,14.9
2020,June,CA,Richgrove CDP,51.1
2020,June,CA,Richmond city,16.3
2020,June,CA,Ridgecrest city,7.4
2020,June,CA,Ridgemark CDP,8.3
2020,June,CA,Rio Dell city,15.7
2020,June,CA,Rio del Mar CDP,9.6
2020,June,CA,Rio Linda CDP,10.8
2020,June,CA,Rio Vista city,16.6
2020,June,CA,Ripon city,9.5
2020,June,CA,Riverbank city,12.1
2020,June,CA,Riverdale CDP,6.6
2020,June,CA,Riverside city,13.4
2020,June,CA,Rocklin city,10.9
2020,June,CA,Rodeo CDP,15.2
2020,June,CA,Rohnert Park city,13.1
2020,June,CA,Rolling Hills city,17.9
2020,June,CA,Rolling Hills Estates city,15.3
2020,June,CA,Rollingwood CDP,18
2020,June,CA,Romoland CDP,14.3
2020,June,CA,Rosamond CDP,20.5
2020,June,CA,Rosedale CDP,10.7
2020,June,CA,Rosemead city,27.4
2020,June,CA,Rosemont CDP,13.6
2020,June,CA,Roseville city,11.5
2020,June,CA,Rossmoor CDP,11.6
2020,June,CA,Round Valley CDP,0
2020,June,CA,Rowland Heights CDP,14.6
2020,June,CA,Running Springs CDP,18.4
2020,June,CA,Sacramento city,14
2020,June,CA,St. Helena city,6.1
2020,June,CA,Salida CDP,13.7
2020,June,CA,Salinas city,14.9
2020,June,CA,San Andreas CDP,4.8
2020,June,CA,San Anselmo town,13.7
2020,June,CA,San Antonio Heights CDP,3.7
2020,June,CA,San Ardo CDP,4
2020,June,CA,San Bernardino city,16.4
2020,June,CA,San Bruno city,13.1
2020,June,CA,San Buenaventura (Ventura) city,12.7
2020,June,CA,San Carlos city,7.5
2020,June,CA,San Clemente city,12.1
2020,June,CA,Sand City city,9.9
2020,June,CA,San Diego city,13.7
2020,June,CA,San Dimas city,16.3
2020,June,CA,San Fernando city,18.7
2020,June,CA,San Francisco city,12.5
2020,June,CA,San Gabriel city,23
2020,June,CA,Sanger city,15.4
2020,June,CA,San Jacinto city,16.3
2020,June,CA,San Joaquin city,22.5
2020,June,CA,San Jose city,12.4
2020,June,CA,San Juan Bautista city,8
2020,June,CA,San Juan Capistrano city,11.7
2020,June,CA,San Leandro city,16.9
2020,June,CA,San Lorenzo CDP,14
2020,June,CA,San Lucas CDP,24.2
2020,June,CA,San Luis Obispo city,12.1
2020,June,CA,San Marcos city,12.7
2020,June,CA,San Marino city,11.1
2020,June,CA,San Martin CDP,9.2
2020,June,CA,San Mateo city,9.5
2020,June,CA,San Miguel CDP,22.5
2020,June,CA,San Pablo city,16.9
2020,June,CA,San Rafael city,10.3
2020,June,CA,San Ramon city,10.8
2020,June,CA,Santa Ana city,13.7
2020,June,CA,Santa Barbara city,11.5
2020,June,CA,Santa Clara city,9
2020,June,CA,Santa Clarita city,18.6
2020,June,CA,Santa Cruz city,12.7
2020,June,CA,Santa Fe Springs city,12.4
2020,June,CA,Santa Maria city,12
2020,June,CA,Santa Monica city,16.9
2020,June,CA,Santa Paula city,12.9
2020,June,CA,Santa Rosa city,12.2
2020,June,CA,Santa Ynez CDP,12.3
2020,June,CA,Santee city,12.1
2020,June,CA,Saratoga city,6.8
2020,June,CA,Sausalito city,10.2
2020,June,CA,Scotts Valley city,7.8
2020,June,CA,Seal Beach city,12.5
2020,June,CA,Searles Valley CDP,23.7
2020,June,CA,Seaside city,17.7
2020,June,CA,Sebastopol city,19.1
2020,June,CA,Selma city,11
2020,June,CA,Shafter city,23.6
2020,June,CA,Shandon CDP,13.2
2020,June,CA,Shasta Lake city,13.6
2020,June,CA,Shaver Lake CDP,1.9
2020,June,CA,Shingle Springs CDP,3.3
2020,June,CA,Shingletown CDP,14.8
2020,June,CA,Shoshone CDP,0
2020,June,CA,Sierra Madre city,19.7
2020,June,CA,Signal Hill city,18.4
2020,June,CA,Simi Valley city,13.2
2020,June,CA,Solana Beach city,7.8
2020,June,CA,Soledad city,14.7
2020,June,CA,Solvang city,6.9
2020,June,CA,Sonoma city,9.5
2020,June,CA,Sonora city,13.9
2020,June,CA,Soquel CDP,10.5
2020,June,CA,Soulsbyville CDP,13.4
2020,June,CA,South Dos Palos CDP,29.7
2020,June,CA,South El Monte city,19.1
2020,June,CA,South Gate city,20
2020,June,CA,South Lake Tahoe city,14.3
2020,June,CA,South Oroville CDP,11.7
2020,June,CA,South Pasadena city,15.8
2020,June,CA,South San Francisco city,14.4
2020,June,CA,South San Gabriel CDP,20.7
2020,June,CA,South San Jose Hills CDP,25.7
2020,June,CA,South Taft CDP,35.8
2020,June,CA,South Whittier CDP,17
2020,June,CA,Spreckels CDP,0
2020,June,CA,Spring Garden CDP,0
2020,June,CA,Spring Valley CDP,18.7
2020,June,CA,Springville CDP,8.8
2020,June,CA,Squaw Valley CDP,12.2
2020,June,CA,Squirrel Mountain Valley CDP,37.6
2020,June,CA,Stallion Springs CDP,26.8
2020,June,CA,Stanton city,16.5
2020,June,CA,Stockton city,17.3
2020,June,CA,Stratford CDP,18.5
2020,June,CA,Strathmore CDP,31.5
2020,June,CA,Suisun City city,14
2020,June,CA,Summerland CDP,11.7
2020,June,CA,Sunnyside Tahoe City CDP,16.6
2020,June,CA,Sunnyvale city,7.7
2020,June,CA,Sunol CDP,13
2020,June,CA,Susanville city,9.1
2020,June,CA,Sutter CDP,11.4
2020,June,CA,Sutter Creek city,6.8
2020,June,CA,Taft city,11.5
2020,June,CA,Taft Heights CDP,16.5
2020,June,CA,Taft Mosswood CDP,16.8
2020,June,CA,Tahoe Vista CDP,2.4
2020,June,CA,Tamalpais Homestead Valley CDP,12.7
2020,June,CA,Tara Hills CDP,13.9
2020,June,CA,Taylorsville CDP,65.3
2020,June,CA,Tecopa CDP,61.4
2020,June,CA,Tehachapi city,12
2020,June,CA,Tehama city,11.9
2020,June,CA,Temecula city,14
2020,June,CA,Temple City city,21.6
2020,June,CA,Templeton CDP,5.6
2020,June,CA,Terra Bella CDP,38
2020,June,CA,Thermalito CDP,18.9
2020,June,CA,Thousand Oaks city,12.3
2020,June,CA,Thousand Palms CDP,10.5
2020,June,CA,Three Rivers CDP,10.7
2020,June,CA,Tipton CDP,29
2020,June,CA,Tobin CDP,0
2020,June,CA,Tomales CDP,0
2020,June,CA,Toro Canyon CDP,4.1
2020,June,CA,Torrance city,16.5
2020,June,CA,Tracy city,15.7
2020,June,CA,Tranquillity CDP,0
2020,June,CA,Traver CDP,9.3
2020,June,CA,Trinidad city,7.8
2020,June,CA,Truckee town,10
2020,June,CA,Tulare city,14.6
2020,June,CA,Tuolumne City CDP,0
2020,June,CA,Tupman CDP,35.2
2020,June,CA,Turlock city,13
2020,June,CA,Tustin city,12.7
2020,June,CA,Twain CDP,0
2020,June,CA,Twain Harte CDP,10.1
2020,June,CA,Twentynine Palms city,12.3
2020,June,CA,Twin Lakes CDP,10.7
2020,June,CA,Ukiah city,15.3
2020,June,CA,Union City city,13.4
2020,June,CA,Upland city,13.4
2020,June,CA,Upper Lake CDP,14.5
2020,June,CA,Vacaville city,12
2020,June,CA,Valinda CDP,20.4
2020,June,CA,Vallejo city,16
2020,June,CA,Valle Vista CDP,15.8
2020,June,CA,Valley Acres CDP,34.9
2020,June,CA,Valley Center CDP,11.7
2020,June,CA,Valley Ranch CDP,0
2020,June,CA,Valley Springs CDP,7.4
2020,June,CA,Val Verde CDP,30.4
2020,June,CA,Vandenberg AFB CDP,13.8
2020,June,CA,Vandenberg Village CDP,8.8
2020,June,CA,Vernon city,11.4
2020,June,CA,Victorville city,16.5
2020,June,CA,View Park Windsor Hills CDP,31.2
2020,June,CA,Villa Park city,14.7
2020,June,CA,Vine Hill CDP,8
2020,June,CA,Vineyard CDP,11.6
2020,June,CA,Visalia city,14.5
2020,June,CA,Vista city,14.7
2020,June,CA,Walnut city,16.4
2020,June,CA,Walnut Creek city,10.5
2020,June,CA,Walnut Grove CDP,25.3
2020,June,CA,Walnut Park CDP,20.2
2020,June,CA,Wasco city,20.8
2020,June,CA,Waterford city,18.6
2020,June,CA,Watsonville city,14.9
2020,June,CA,Weaverville CDP,12.4
2020,June,CA,Weed city,15.5
2020,June,CA,Weedpatch CDP,18.9
2020,June,CA,Weldon CDP,23.4
2020,June,CA,West Athens CDP,24.9
2020,June,CA,West Bishop CDP,7.6
2020,June,CA,West Carson CDP,16.7
2020,June,CA,West Covina city,20.2
2020,June,CA,West Hollywood city,22
2020,June,CA,Westlake Village city,11.2
2020,June,CA,West Menlo Park CDP,13.5
2020,June,CA,Westminster city,18.9
2020,June,CA,West Modesto CDP,32.7
2020,June,CA,Westmont CDP,26.2
2020,June,CA,Westmorland city,24.1
2020,June,CA,West Point CDP,0
2020,June,CA,West Puente Valley CDP,27.4
2020,June,CA,West Sacramento city,12.8
2020,June,CA,West Whittier Los Nietos CDP,13.8
2020,June,CA,Westwood CDP,2.9
2020,June,CA,Wheatland city,15.7
2020,June,CA,Whitehawk CDP,0
2020,June,CA,Whittier city,18.5
2020,June,CA,Wildomar city,13.6
2020,June,CA,Wilkerson CDP,12.7
2020,June,CA,Williams city,12.3
2020,June,CA,Willits city,9
2020,June,CA,Willowbrook CDP,26.8
2020,June,CA,Willow Creek CDP,0
2020,June,CA,Willows city,15.3
2020,June,CA,Wilton CDP,7.6
2020,June,CA,Winchester CDP,16.7
2020,June,CA,Windsor town,10.9
2020,June,CA,Winters city,11.1
2020,June,CA,Winton CDP,24.9
2020,June,CA,Wofford Heights CDP,17.7
2020,June,CA,Woodcrest CDP,7.9
2020,June,CA,Woodlake city,15.4
2020,June,CA,Woodland city,11.2
2020,June,CA,Woodville CDP,23.9
2020,June,CA,Wrightwood CDP,10
2020,June,CA,Yorba Linda city,11.2
2020,June,CA,Yosemite Lakes CDP,14
2020,June,CA,Yosemite Valley CDP,6.5
2020,June,CA,Yountville town,15
2020,June,CA,Yreka city,13.1
2020,June,CA,Yuba City city,15.6
2020,June,CA,Yucaipa city,11.7
2020,June,CA,Yucca Valley town,18.4
2020,June,CA,Alameda County,12
2020,June,CA,Alpine County,14.1
2020,June,CA,Amador County,11.9
2020,June,CA,Butte County,11.1
2020,June,CA,Calaveras County,9.6
2020,June,CA,Colusa County,15.3
2020,June,CA,Contra Costa County,12
2020,June,CA,Del Norte County,11.3
2020,June,CA,El Dorado County,10.3
2020,June,CA,Fresno County,13.5
2020,June,CA,Glenn County,10.8
2020,June,CA,Humboldt County,10.2
2020,June,CA,Imperial County,26.8
2020,June,CA,Inyo County,9.4
2020,June,CA,Kern County,16.5
2020,June,CA,Kings County,13.1
2020,June,CA,Lake County,11.6
2020,June,CA,Lassen County,8.6
2020,June,CA,Los Angeles County,18.2
2020,June,CA,Los Angeles County,17.5
2020,June,CA,Madera County,13
2020,June,CA,Marin County,8.8
2020,June,CA,Mariposa County,10.8
2020,June,CA,Mendocino County,10.9
2020,June,CA,Merced County,14.5
2020,June,CA,Modoc County,8.8
2020,June,CA,Mono County,16.6
2020,June,CA,Monterey County,12.1
2020,June,CA,Napa County,10.4
2020,June,CA,Nevada County,10.6
2020,June,CA,Orange County,12.3
2020,June,CA,Placer County,9.8
2020,June,CA,Plumas County,11.4
2020,June,CA,Riverside County,13.7
2020,June,CA,Sacramento County,12.5
2020,June,CA,San Benito County,11.9
2020,June,CA,San Bernardino County,13.1
2020,June,CA,San Diego County,12.3
2020,June,CA,San Francisco County,10.9
2020,June,CA,San Joaquin County,14.8
2020,June,CA,San Luis Obispo County,9.9
2020,June,CA,San Mateo County,9.2
2020,June,CA,Santa Barbara County,10
2020,June,CA,Santa Clara County,9.3
2020,June,CA,Santa Cruz County,11.2
2020,June,CA,Shasta County,10.5
2020,June,CA,Sierra County,9.3
2020,June,CA,Siskiyou County,11.2
2020,June,CA,Solano County,12.4
2020,June,CA,Sonoma County,9.8
2020,June,CA,Stanislaus County,13.6
2020,June,CA,Sutter County,13.5
2020,June,CA,Tehama County,11
2020,June,CA,Trinity County,8.6
2020,June,CA,Tulare County,16.2
2020,June,CA,Tuolumne County,12.6
2020,June,CA,Ventura County,11.3
2020,June,CA,Yolo County,9.5
2020,June,CA,Yuba County,13.5
2020,June,CA,Anaheim-Santa Ana-Irvine MD,12.3
2020,June,CA,Bakersfield MSA,16.5
2020,June,CA,Chico MSA,11.1
2020,June,CA,El Centro MSA,26.8
2020,June,CA,Fresno MSA,13.5
2020,June,CA,Hanford-Corcoran MSA,13.1
2020,June,CA,Los Angeles-Long Beach-Glendale MD,18.2
2020,June,CA,Los Angeles-Long Beach-Glendale MD,17.5
2020,June,CA,Madera MSA,13
2020,June,CA,Merced MSA,14.5
2020,June,CA,Modesto MSA,13.6
2020,June,CA,Napa MSA,10.4
2020,June,CA,Oakland-Hayward-Berkeley MD,12
2020,June,CA,Oxnard-Thousand Oaks-Ventura MSA,11.3
2020,June,CA,Redding MSA,10.5
2020,June,CA,Riverside-San Bernardino-Ontario MSA,13.4
2020,June,CA,Sacramento--Roseville--Arden-Arcade MSA,11.5
2020,June,CA,Salinas MSA,12.1
2020,June,CA,San Diego-Carlsbad MSA,12.3
2020,June,CA,San Francisco-Redwood City-South San Francisco MD,10.2
2020,June,CA,San Jose-Sunnyvale-Santa Clara MSA,9.4
2020,June,CA,San Luis Obispo-Paso Robles-Arroyo Grande MSA,9.9
2020,June,CA,San Rafael MD,8.8
2020,June,CA,Santa Cruz-Watsonville MSA,11.2
2020,June,CA,Santa Maria-Santa Barbara MSA,10
2020,June,CA,Santa Rosa MSA,9.8
2020,June,CA,Stockton-Lodi MSA,14.8
2020,June,CA,Vallejo-Fairfield MSA,12.4
2020,June,CA,Visalia-Porterville MSA,16.2
2020,June,CA,Yuba City MSA,13.5
2020,June,CA,Acton CDP,14.1
2020,June,CA,Adelanto city,20.6
2020,June,CA,Agoura Hills city,14.8
2020,June,CA,Alameda city,11.9
2020,June,CA,Alamo CDP,7.2
2020,June,CA,Albany city,10.2
2020,June,CA,Alhambra city,19.9
2020,June,CA,Aliso Viejo city,10.1
2020,June,CA,Alondra Park CDP,24
2020,June,CA,Alpaugh CDP,32.9
2020,June,CA,Alpine Village CDP,0
2020,June,CA,Altadena CDP,14
2020,June,CA,Alta Sierra CDP,5.6
2020,June,CA,Alturas city,10
2020,June,CA,Amador City city,14.9
2020,June,CA,American Canyon city,13.4
2020,June,CA,Anaheim city,15
2020,June,CA,Anderson city,9.7
2020,June,CA,Angels City city,0.3
2020,June,CA,Angwin CDP,9.6
2020,June,CA,Antioch city,15.8
2020,June,CA,Apple Valley town,12.6
2020,June,CA,Aptos CDP,4
2020,June,CA,Aptos Hills Larkin Valley CDP,17.2
2020,June,CA,Arbuckle CDP,19.4
2020,June,CA,Arcadia city,15
2020,June,CA,Arcata city,15.2
2020,June,CA,Arden Arcade CDP,15.8
2020,June,CA,Armona CDP,16.8
2020,June,CA,Arnold CDP,12.2
2020,June,CA,Aromas CDP (Monterey Co),9.1
2020,June,CA,Arroyo Grande city,8.7
2020,June,CA,Artesia city,15.2
2020,June,CA,Arvin city,15.7
2020,June,CA,Ashland CDP,18.1
2020,June,CA,Atascadero city,9.3
2020,June,CA,Atherton town,10.1
2020,June,CA,Atwater city,15.1
2020,June,CA,Auberry CDP,8.3
2020,June,CA,Auburn city,10.6
2020,June,CA,August CDP,26.7
2020,June,CA,Avalon city,1.9
2020,June,CA,Avenal city,20.1
2020,June,CA,Avery CDP,19.5
2020,June,CA,Avocado Heights CDP,21.7
2020,June,CA,Azusa city,16
2020,June,CA,Bakersfield city,16.2
2020,June,CA,Baldwin Park city,19.1
2020,June,CA,Banning city,16.1
2020,June,CA,Barstow city,17.2
2020,June,CA,Bay Point CDP,19.9
2020,June,CA,Beale AFB CDP,18.8
2020,June,CA,Bear Valley CDP,0
2020,June,CA,Bear Valley Springs CDP,8.7
2020,June,CA,Beaumont city,12.3
2020,June,CA,Beckwourth CDP,0
2020,June,CA,Belden CDP,0
2020,June,CA,Bell city,18.3
2020,June,CA,Bellflower city,20.1
2020,June,CA,Bell Gardens city,17.6
2020,June,CA,Belmont city,7
2020,June,CA,Benicia city,10
2020,June,CA,Ben Lomond CDP,5.3
2020,June,CA,Berkeley city,9.1
2020,June,CA,Bermuda Dunes CDP,12.3
2020,June,CA,Bertsch Oceanview CDP,26.2
2020,June,CA,Bethel Island CDP,9.2
2020,June,CA,Beverly Hills city,14.7
2020,June,CA,Big Bear City CDP,8.1
2020,June,CA,Big Bear Lake city,5.2
2020,June,CA,Biggs city,6.6
2020,June,CA,Big Pine CDP,12.2
2020,June,CA,Big River CDP,19.4
2020,June,CA,Biola CDP,35
2020,June,CA,Bishop city,8.1
2020,June,CA,Bloomington CDP,14.4
2020,June,CA,Blue Lake city,10.2
2020,June,CA,Bluewater CDP,20.6
2020,June,CA,Blythe city,14.2
2020,June,CA,Bodega Bay CDP,7
2020,June,CA,Bodfish CDP,17.7
2020,June,CA,Bonadelle Ranchos Madera Ranchos CDP,9.2
2020,June,CA,Bonita CDP,18
2020,June,CA,Bootjack CDP,15.8
2020,June,CA,Boron CDP,11
2020,June,CA,Boronda CDP,49.2
2020,June,CA,Bostonia CDP,21.8
2020,June,CA,Boulder Creek CDP,13.6
2020,June,CA,Boyes Hot Springs CDP,6.5
2020,June,CA,Bradbury city,6.2
2020,June,CA,Bradley CDP,0
2020,June,CA,Brawley city,21.1
2020,June,CA,Brea city,12.4
2020,June,CA,Brentwood city,11.9
2020,June,CA,Bret Harte CDP,25.8
2020,June,CA,Brisbane city,9.6
2020,June,CA,Broadmoor CDP,17.3
2020,June,CA,Bucks Lake CDP,0
2020,June,CA,Buellton city,4.3
2020,June,CA,Buena Park city,15.4
2020,June,CA,Burbank city,20.9
2020,June,CA,Burlingame city,7.8
2020,June,CA,Burney CDP,11
2020,June,CA,Buttonwillow CDP,17.2
2020,June,CA,Byron CDP,21.1
2020,June,CA,Bystrom CDP,14.3
2020,June,CA,Cabazon CDP,11.6
2020,June,CA,Calabasas city,11.8
2020,June,CA,Calexico city,38.7
2020,June,CA,California City city,30.3
2020,June,CA,Calimesa city,13.6
2020,June,CA,Calipatria city,32.7
2020,June,CA,Calistoga city,13.6
2020,June,CA,Calwa CDP,23.4
2020,June,CA,Camarillo city,10.2
2020,June,CA,Cambria CDP,12.6
2020,June,CA,Cameron Park CDP,9.5
2020,June,CA,Campbell city,8.3
2020,June,CA,Cantua Creek CDP,12.7
2020,June,CA,Canyondam CDP,76.2
2020,June,CA,Canyon Lake city,7.2
2020,June,CA,Capitola city,3.4
2020,June,CA,Carlsbad city,11
2020,June,CA,Carmel by the Sea city,0.4
2020,June,CA,Carmel Valley Village CDP,17.7
2020,June,CA,Carmichael CDP,12.4
2020,June,CA,Carpinteria city,8.4
2020,June,CA,Carson city,18.5
2020,June,CA,Cartago CDP,0
2020,June,CA,Caruthers CDP,13.1
2020,June,CA,Casa Conejo CDP,17.2
2020,June,CA,Casa de Oro Mount Helix CDP,11.7
2020,June,CA,Castro Valley CDP,11
2020,June,CA,Castroville CDP,21.5
2020,June,CA,Cathedral City city,16.5
2020,June,CA,Cayucos CDP,9.7
2020,June,CA,Ceres city,14.3
2020,June,CA,Cerritos city,15.6
2020,June,CA,Challenge Brownsville CDP,0
2020,June,CA,Channel Islands Beach CDP,27.7
2020,June,CA,Charter Oak CDP,21.3
2020,June,CA,Cherryland CDP,20.2
2020,June,CA,Cherry Valley CDP,8.6
2020,June,CA,Chester CDP,9.5
2020,June,CA,Chico city,11.4
2020,June,CA,Chilcoot Vinton CDP,10
2020,June,CA,China Lake Acres CDP,14.2
2020,June,CA,Chinese Camp CDP,0
2020,June,CA,Chino city,13
2020,June,CA,Chino Hills city,10.8
2020,June,CA,Chowchilla city,11.6
2020,June,CA,Chualar CDP,13.3
2020,June,CA,Chula Vista city,14
2020,June,CA,Citrus CDP,13.2
2020,June,CA,Citrus Heights city,11.8
2020,June,CA,Claremont city,13
2020,June,CA,Clayton city,5.8
2020,June,CA,Clearlake city,20.9
2020,June,CA,Clearlake Oaks CDP,16
2020,June,CA,Clio CDP,0
2020,June,CA,Cloverdale city,5.6
2020,June,CA,Clovis city,11.5
2020,June,CA,Clyde CDP,9
2020,June,CA,Coachella city,19
2020,June,CA,Coalinga city,14.2
2020,June,CA,Cobb CDP,8
2020,June,CA,Colfax city,14.5
2020,June,CA,Colton city,13.6
2020,June,CA,Columbia CDP,26.2
2020,June,CA,Colusa city,12.8
2020,June,CA,Commerce city,21.2
2020,June,CA,Compton city,21.6
2020,June,CA,Concord city,11.8
2020,June,CA,Concow CDP,22.3
2020,June,CA,Copperopolis CDP,10.3
2020,June,CA,Corcoran city,20.7
2020,June,CA,Corning city,12.7
2020,June,CA,Corona city,11.8
2020,June,CA,Coronado city,9.1
2020,June,CA,Corralitos CDP,10
2020,June,CA,Corte Madera town,11.1
2020,June,CA,Costa Mesa city,11.1
2020,June,CA,Cotati city,10.3
2020,June,CA,Coto de Caza CDP,11.8
2020,June,CA,Cottonwood CDP,10.1
2020,June,CA,Country Club CDP,23.4
2020,June,CA,Covelo CDP,13.3
2020,June,CA,Covina city,18.7
2020,June,CA,Crescent City city,9.4
2020,June,CA,Crescent Mills CDP,0
2020,June,CA,Crestline CDP,8.4
2020,June,CA,C Road CDP,16.1
2020,June,CA,Crockett CDP,16.7
2020,June,CA,Cromberg CDP,0
2020,June,CA,Cudahy city,16.8
2020,June,CA,Culver City city,15.5
2020,June,CA,Cupertino city,6.4
2020,June,CA,Cutler CDP,17.2
2020,June,CA,Cypress city,13.3
2020,June,CA,Daly City city,13.9
2020,June,CA,Dana Point city,10.7
2020,June,CA,Danville town,8.5
2020,June,CA,Darwin CDP,0
2020,June,CA,Davis city,7.5
2020,June,CA,Day Valley CDP,10.6
2020,June,CA,Deer Park CDP,16.6
2020,June,CA,Del Aire CDP,15
2020,June,CA,Delano city,25.4
2020,June,CA,Delhi CDP,13.8
2020,June,CA,Delleker CDP,0
2020,June,CA,Del Mar city,9.1
2020,June,CA,Del Monte Forest CDP,13.9
2020,June,CA,Del Rey CDP,16.9
2020,June,CA,Del Rey Oaks city,13.1
2020,June,CA,Denair CDP,12.7
2020,June,CA,Derby Acres CDP,2.9
2020,June,CA,Desert Hot Springs city,21.3
2020,June,CA,Desert View Highlands CDP,26.7
2020,June,CA,Diablo CDP,0
2020,June,CA,Diamond Bar city,15.8
2020,June,CA,Diamond Springs CDP,13.1
2020,June,CA,Dinuba city,21.4
2020,June,CA,Discovery Bay CDP,11.1
2020,June,CA,Dixon city,12.4
2020,June,CA,Dixon Lane Meadow Creek CDP,10.4
2020,June,CA,Dollar Point CDP,6.7
2020,June,CA,Dorrington CDP,12.2
2020,June,CA,Dos Palos city,11.1
2020,June,CA,Downey city,17.8
2020,June,CA,Duarte city,21.3
2020,June,CA,Dublin city,9.3
2020,June,CA,Ducor CDP,15.2
2020,June,CA,Dunsmuir city,7.1
2020,June,CA,Durham CDP,5.3
2020,June,CA,Dustin Acres CDP,7.8
2020,June,CA,Earlimart CDP,23.7
2020,June,CA,East Foothills CDP,5.8
2020,June,CA,East Hemet CDP,20.3
2020,June,CA,East Los Angeles CDP,27.4
2020,June,CA,East Oakdale CDP,11.7
2020,June,CA,Easton CDP,14.2
2020,June,CA,East Orosi CDP,42.7
2020,June,CA,East Palo Alto city,10.8
2020,June,CA,East Pasadena CDP,8.1
2020,June,CA,East Porterville CDP,34.2
2020,June,CA,East Quincy CDP,1.6
2020,June,CA,East Richmond Heights CDP,5.7
2020,June,CA,East San Gabriel CDP,7.6
2020,June,CA,East Shore CDP,77.2
2020,June,CA,East Sonora CDP,0
2020,June,CA,Eastvale City city,12.5
2020,June,CA,Edwards AFB CDP,18.7
2020,June,CA,El Cajon city,16.4
2020,June,CA,El Centro city,23.9
2020,June,CA,El Cerrito city,11.6
2020,June,CA,El Cerrito CDP,8.7
2020,June,CA,El Dorado Hills CDP,8.3
2020,June,CA,El Granada CDP,8.7
2020,June,CA,Elk Grove CDP,11.5
2020,June,CA,Elkhorn CDP,17.9
2020,June,CA,Elmira CDP,10.9
2020,June,CA,El Monte city,20
2020,June,CA,El Paso de Robles (Paso Robles) city,10
2020,June,CA,El Rio CDP,18.9
2020,June,CA,El Segundo city,20.8
2020,June,CA,El Sobrante CDP,14.5
2020,June,CA,El Verano CDP,4.4
2020,June,CA,Emeryville city,8.7
2020,June,CA,Empire CDP,9.4
2020,June,CA,Encinitas city,9.5
2020,June,CA,Escalon city,8.2
2020,June,CA,Escondido city,11.5
2020,June,CA,Esparto CDP,9.2
2020,June,CA,Eureka city,10.4
2020,June,CA,Exeter city,16
2020,June,CA,Fairfax town,8
2020,June,CA,Fairfield city,12.2
