Month,County,Year ,Unemployment_Rate,State
June,Oildale CDP,2020,24.5,CA
June,Ojai city,2020,9.9,CA
June,Olancha CDP,2020,17.5,CA
June,Olivehurst CDP,2020,18.6,CA
June,Ontario city,2020,13.7,CA
June,Onyx CDP,2020,0,CA
June,Orange city,2020,12.6,CA
June,Orange Cove city,2020,21.4,CA
June,Orangevale CDP,2020,9.8,CA
June,Orcutt CDP,2020,12.4,CA
June,Orinda city,2020,8.1,CA
June,Orland city,2020,13.2,CA
June,Oroville city,2020,12.7,CA
June,Oroville East CDP,2020,9.5,CA
June,Oxnard city,2020,12.7,CA
June,Pacheco CDP,2020,21.7,CA
June,Pacifica city,2020,11.5,CA
June,Pacific Grove city,2020,11.9,CA
June,Pajaro CDP,2020,44.4,CA
June,Palermo CDP,2020,22.5,CA
June,Palmdale city,2020,21,CA
June,Palm Desert city,2020,17.2,CA
June,Palm Springs city,2020,16.8,CA
June,Palo Alto city,2020,5.7,CA
June,Palos Verdes Estates city,2020,10.3,CA
June,Paradise town,2020,4.3,CA
June,Paramount city,2020,20.3,CA
June,Parksdale CDP,2020,14.3,CA
June,Parkwood CDP,2020,18.3,CA
June,Parlier city,2020,15.6,CA
June,Pasadena city,2020,16.2,CA
June,Patterson city,2020,13.9,CA
June,Paxton CDP,2020,0,CA
June,Penn Valley CDP,2020,20.1,CA
June,Perris city,2020,15.4,CA
June,Petaluma city,2020,10.9,CA
June,Pico Rivera city,2020,19.7,CA
June,Piedmont city,2020,8.2,CA
June,Pine Mountain Club CDP,2020,12.5,CA
June,Pinole city,2020,13.2,CA
June,Piru CDP,2020,19,CA
June,Pismo Beach city,2020,6.7,CA
June,Pittsburg city,2020,16.8,CA
June,Pixley CDP,2020,30,CA
June,Placentia city,2020,13.5,CA
June,Placerville city,2020,10.1,CA
June,Planada CDP,2020,19.3,CA
June,Pleasant Hill city,2020,11.7,CA
June,Pleasanton city,2020,9.7,CA
June,Plumas Eureka CDP,2020,16.8,CA
June,Plymouth city,2020,9.9,CA
June,Point Arena city,2020,10,CA
June,Point Reyes Station CDP,2020,0,CA
June,Pollock Pines CDP,2020,12.5,CA
June,Pomona city,2020,19.1,CA
June,Poplar Cotton Center CDP,2020,46.1,CA
June,Port Costa CDP,2020,0,CA
June,Porterville city,2020,19.6,CA
June,Port Hueneme city,2020,12.4,CA
June,Portola city,2020,4,CA
June,Poway city,2020,9.8,CA
June,Prattville CDP,2020,0,CA
June,Prunedale CDP,2020,16.1,CA
June,Quartz Hill CDP,2020,19.8,CA
June,Quincy CDP,2020,6.5,CA
June,Raisin City CDP,2020,15.6,CA
June,Ramona CDP,2020,12,CA
June,Rancho Calaveras CDP,2020,9.7,CA
June,Rancho Cordova City,2020,13.3,CA
June,Rancho Cucamonga city,2020,12.2,CA
June,Rancho Mirage city,2020,11.4,CA
June,Rancho Murieta CDP,2020,6.4,CA
June,Rancho Palos Verdes city,2020,13.2,CA
June,Rancho Santa Margarita city,2020,11.2,CA
June,Rancho Tehama Reserve CDP,2020,18.3,CA
June,Randsburg CDP,2020,0,CA
June,Red Bluff city,2020,13,CA
June,Redding city,2020,11.6,CA
June,Redlands city,2020,11,CA
June,Redondo Beach city,2020,15.2,CA
June,Redway CDP,2020,12.5,CA
June,Redwood City city,2020,8.1,CA
June,Reedley city,2020,17.9,CA
June,Rialto city,2020,14.9,CA
June,Richgrove CDP,2020,51.1,CA
June,Richmond city,2020,16.3,CA
June,Ridgecrest city,2020,7.4,CA
June,Ridgemark CDP,2020,8.3,CA
June,Rio Dell city,2020,15.7,CA
June,Rio del Mar CDP,2020,9.6,CA
June,Rio Linda CDP,2020,10.8,CA
June,Rio Vista city,2020,16.6,CA
June,Ripon city,2020,9.5,CA
June,Riverbank city,2020,12.1,CA
June,Riverdale CDP,2020,6.6,CA
June,Riverside city,2020,13.4,CA
June,Rocklin city,2020,10.9,CA
June,Rodeo CDP,2020,15.2,CA
June,Rohnert Park city,2020,13.1,CA
June,Rolling Hills city,2020,17.9,CA
June,Rolling Hills Estates city,2020,15.3,CA
June,Rollingwood CDP,2020,18,CA
June,Romoland CDP,2020,14.3,CA
June,Rosamond CDP,2020,20.5,CA
June,Rosedale CDP,2020,10.7,CA
June,Rosemead city,2020,27.4,CA
June,Rosemont CDP,2020,13.6,CA
June,Roseville city,2020,11.5,CA
June,Rossmoor CDP,2020,11.6,CA
June,Round Valley CDP,2020,0,CA
June,Rowland Heights CDP,2020,14.6,CA
June,Running Springs CDP,2020,18.4,CA
June,Sacramento city,2020,14,CA
June,St. Helena city,2020,6.1,CA
June,Salida CDP,2020,13.7,CA
June,Salinas city,2020,14.9,CA
June,San Andreas CDP,2020,4.8,CA
June,San Anselmo town,2020,13.7,CA
June,San Antonio Heights CDP,2020,3.7,CA
June,San Ardo CDP,2020,4,CA
June,San Bernardino city,2020,16.4,CA
June,San Bruno city,2020,13.1,CA
June,San Buenaventura (Ventura) city,2020,12.7,CA
June,San Carlos city,2020,7.5,CA
June,San Clemente city,2020,12.1,CA
June,Sand City city,2020,9.9,CA
June,San Diego city,2020,13.7,CA
June,San Dimas city,2020,16.3,CA
June,San Fernando city,2020,18.7,CA
June,San Francisco city,2020,12.5,CA
June,San Gabriel city,2020,23,CA
June,Sanger city,2020,15.4,CA
June,San Jacinto city,2020,16.3,CA
June,San Joaquin city,2020,22.5,CA
June,San Jose city,2020,12.4,CA
June,San Juan Bautista city,2020,8,CA
June,San Juan Capistrano city,2020,11.7,CA
June,San Leandro city,2020,16.9,CA
June,San Lorenzo CDP,2020,14,CA
June,San Lucas CDP,2020,24.2,CA
June,San Luis Obispo city,2020,12.1,CA
June,San Marcos city,2020,12.7,CA
June,San Marino city,2020,11.1,CA
June,San Martin CDP,2020,9.2,CA
June,San Mateo city,2020,9.5,CA
June,San Miguel CDP,2020,22.5,CA
June,San Pablo city,2020,16.9,CA
June,San Rafael city,2020,10.3,CA
June,San Ramon city,2020,10.8,CA
June,Santa Ana city,2020,13.7,CA
June,Santa Barbara city,2020,11.5,CA
June,Santa Clara city,2020,9,CA
June,Santa Clarita city,2020,18.6,CA
June,Santa Cruz city,2020,12.7,CA
June,Santa Fe Springs city,2020,12.4,CA
June,Santa Maria city,2020,12,CA
June,Santa Monica city,2020,16.9,CA
June,Santa Paula city,2020,12.9,CA
June,Santa Rosa city,2020,12.2,CA
June,Santa Ynez CDP,2020,12.3,CA
June,Santee city,2020,12.1,CA
June,Saratoga city,2020,6.8,CA
June,Sausalito city,2020,10.2,CA
June,Scotts Valley city,2020,7.8,CA
June,Seal Beach city,2020,12.5,CA
June,Searles Valley CDP,2020,23.7,CA
June,Seaside city,2020,17.7,CA
June,Sebastopol city,2020,19.1,CA
June,Selma city,2020,11,CA
June,Shafter city,2020,23.6,CA
June,Shandon CDP,2020,13.2,CA
June,Shasta Lake city,2020,13.6,CA
June,Shaver Lake CDP,2020,1.9,CA
June,Shingle Springs CDP,2020,3.3,CA
June,Shingletown CDP,2020,14.8,CA
June,Shoshone CDP,2020,0,CA
June,Sierra Madre city,2020,19.7,CA
June,Signal Hill city,2020,18.4,CA
June,Simi Valley city,2020,13.2,CA
June,Solana Beach city,2020,7.8,CA
June,Soledad city,2020,14.7,CA
June,Solvang city,2020,6.9,CA
June,Sonoma city,2020,9.5,CA
June,Sonora city,2020,13.9,CA
June,Soquel CDP,2020,10.5,CA
June,Soulsbyville CDP,2020,13.4,CA
June,South Dos Palos CDP,2020,29.7,CA
June,South El Monte city,2020,19.1,CA
June,South Gate city,2020,20,CA
June,South Lake Tahoe city,2020,14.3,CA
June,South Oroville CDP,2020,11.7,CA
June,South Pasadena city,2020,15.8,CA
June,South San Francisco city,2020,14.4,CA
June,South San Gabriel CDP,2020,20.7,CA
June,South San Jose Hills CDP,2020,25.7,CA
June,South Taft CDP,2020,35.8,CA
June,South Whittier CDP,2020,17,CA
June,Spreckels CDP,2020,0,CA
June,Spring Garden CDP,2020,0,CA
June,Spring Valley CDP,2020,18.7,CA
June,Springville CDP,2020,8.8,CA
June,Squaw Valley CDP,2020,12.2,CA
June,Squirrel Mountain Valley CDP,2020,37.6,CA
June,Stallion Springs CDP,2020,26.8,CA
June,Stanton city,2020,16.5,CA
June,Stockton city,2020,17.3,CA
June,Stratford CDP,2020,18.5,CA
June,Strathmore CDP,2020,31.5,CA
June,Suisun City city,2020,14,CA
June,Summerland CDP,2020,11.7,CA
June,Sunnyside Tahoe City CDP,2020,16.6,CA
June,Sunnyvale city,2020,7.7,CA
June,Sunol CDP,2020,13,CA
June,Susanville city,2020,9.1,CA
June,Sutter CDP,2020,11.4,CA
June,Sutter Creek city,2020,6.8,CA
June,Taft city,2020,11.5,CA
June,Taft Heights CDP,2020,16.5,CA
June,Taft Mosswood CDP,2020,16.8,CA
June,Tahoe Vista CDP,2020,2.4,CA
June,Tamalpais Homestead Valley CDP,2020,12.7,CA
June,Tara Hills CDP,2020,13.9,CA
June,Taylorsville CDP,2020,65.3,CA
June,Tecopa CDP,2020,61.4,CA
June,Tehachapi city,2020,12,CA
June,Tehama city,2020,11.9,CA
June,Temecula city,2020,14,CA
June,Temple City city,2020,21.6,CA
June,Templeton CDP,2020,5.6,CA
June,Terra Bella CDP,2020,38,CA
June,Thermalito CDP,2020,18.9,CA
June,Thousand Oaks city,2020,12.3,CA
June,Thousand Palms CDP,2020,10.5,CA
June,Three Rivers CDP,2020,10.7,CA
June,Tipton CDP,2020,29,CA
June,Tobin CDP,2020,0,CA
June,Tomales CDP,2020,0,CA
June,Toro Canyon CDP,2020,4.1,CA
June,Torrance city,2020,16.5,CA
June,Tracy city,2020,15.7,CA
June,Tranquillity CDP,2020,0,CA
June,Traver CDP,2020,9.3,CA
June,Trinidad city,2020,7.8,CA
June,Truckee town,2020,10,CA
June,Tulare city,2020,14.6,CA
June,Tuolumne City CDP,2020,0,CA
June,Tupman CDP,2020,35.2,CA
June,Turlock city,2020,13,CA
June,Tustin city,2020,12.7,CA
June,Twain CDP,2020,0,CA
June,Twain Harte CDP,2020,10.1,CA
June,Twentynine Palms city,2020,12.3,CA
June,Twin Lakes CDP,2020,10.7,CA
June,Ukiah city,2020,15.3,CA
June,Union City city,2020,13.4,CA
June,Upland city,2020,13.4,CA
June,Upper Lake CDP,2020,14.5,CA
June,Vacaville city,2020,12,CA
June,Valinda CDP,2020,20.4,CA
June,Vallejo city,2020,16,CA
June,Valle Vista CDP,2020,15.8,CA
June,Valley Acres CDP,2020,34.9,CA
June,Valley Center CDP,2020,11.7,CA
June,Valley Ranch CDP,2020,0,CA
June,Valley Springs CDP,2020,7.4,CA
June,Val Verde CDP,2020,30.4,CA
June,Vandenberg AFB CDP,2020,13.8,CA
June,Vandenberg Village CDP,2020,8.8,CA
June,Vernon city,2020,11.4,CA
June,Victorville city,2020,16.5,CA
June,View Park Windsor Hills CDP,2020,31.2,CA
June,Villa Park city,2020,14.7,CA
June,Vine Hill CDP,2020,8,CA
June,Vineyard CDP,2020,11.6,CA
June,Visalia city,2020,14.5,CA
June,Vista city,2020,14.7,CA
June,Walnut city,2020,16.4,CA
June,Walnut Creek city,2020,10.5,CA
June,Walnut Grove CDP,2020,25.3,CA
June,Walnut Park CDP,2020,20.2,CA
June,Wasco city,2020,20.8,CA
June,Waterford city,2020,18.6,CA
June,Watsonville city,2020,14.9,CA
June,Weaverville CDP,2020,12.4,CA
June,Weed city,2020,15.5,CA
June,Weedpatch CDP,2020,18.9,CA
June,Weldon CDP,2020,23.4,CA
June,West Athens CDP,2020,24.9,CA
June,West Bishop CDP,2020,7.6,CA
June,West Carson CDP,2020,16.7,CA
June,West Covina city,2020,20.2,CA
June,West Hollywood city,2020,22,CA
June,Westlake Village city,2020,11.2,CA
June,West Menlo Park CDP,2020,13.5,CA
June,Westminster city,2020,18.9,CA
June,West Modesto CDP,2020,32.7,CA
June,Westmont CDP,2020,26.2,CA
June,Westmorland city,2020,24.1,CA
June,West Point CDP,2020,0,CA
June,West Puente Valley CDP,2020,27.4,CA
June,West Sacramento city,2020,12.8,CA
June,West Whittier Los Nietos CDP,2020,13.8,CA
June,Westwood CDP,2020,2.9,CA
June,Wheatland city,2020,15.7,CA
June,Whitehawk CDP,2020,0,CA
June,Whittier city,2020,18.5,CA
June,Wildomar city,2020,13.6,CA
June,Wilkerson CDP,2020,12.7,CA
June,Williams city,2020,12.3,CA
June,Willits city,2020,9,CA
June,Willowbrook CDP,2020,26.8,CA
June,Willow Creek CDP,2020,0,CA
June,Willows city,2020,15.3,CA
June,Wilton CDP,2020,7.6,CA
June,Winchester CDP,2020,16.7,CA
June,Windsor town,2020,10.9,CA
June,Winters city,2020,11.1,CA
June,Winton CDP,2020,24.9,CA
June,Wofford Heights CDP,2020,17.7,CA
June,Woodcrest CDP,2020,7.9,CA
June,Woodlake city,2020,15.4,CA
June,Woodland city,2020,11.2,CA
June,Woodville CDP,2020,23.9,CA
June,Wrightwood CDP,2020,10,CA
June,Yorba Linda city,2020,11.2,CA
June,Yosemite Lakes CDP,2020,14,CA
June,Yosemite Valley CDP,2020,6.5,CA
June,Yountville town,2020,15,CA
June,Yreka city,2020,13.1,CA
June,Yuba City city,2020,15.6,CA
June,Yucaipa city,2020,11.7,CA
June,Yucca Valley town,2020,18.4,CA
June,Anaheim-Santa Ana-Irvine,2020,13.4,CA
June,Oakland-Hayward-Berkeley,2020,13.2,CA
June,San Francisco-Redwood City-South San Francisco,2020,11.5,CA
June,San Rafael,2020,9.8,CA
June,Bakersfield,2020,17.4,CA
June,Chico,2020,11.7,CA
June,El Centro,2020,28.7,CA
June,Fresno,2020,15.1,CA
June,Hanford-Corcoran,2020,14.8,CA
June,Los Angeles-Long Beach-Anaheim,2020,17.6,CA
June,Madera,2020,14.5,CA
June,Merced,2020,15.9,CA
June,Modesto,2020,15.2,CA
June,Napa,2020,12.7,CA
June,Oxnard-Thousand Oaks-Ventura,2020,12.6,CA
June,Redding,2020,11.8,CA
June,Riverside-San Bernardino-Ontario,2020,14,CA
June,Sacramento--Roseville--Arden-Arcade,2020,12.8,CA
June,Salinas,2020,16.5,CA
June,San Diego-Carlsbad,2020,13.5,CA
June,San Francisco-Oakland-Hayward,2020,12.5,CA
June,San Jose-Sunnyvale-Santa Clara,2020,10.5,CA
June,San Luis Obispo-Paso Robles-Arroyo Grande,2020,11.3,CA
June,Santa Cruz-Watsonville,2020,14.2,CA
June,Santa Maria-Santa Barbara,2020,11.9,CA
June,Santa Rosa,2020,11.4,CA
June,Stockton-Lodi,2020,15.9,CA
June,Vallejo-Fairfield,2020,13.6,CA
June,Visalia-Porterville,2020,17.8,CA
June,Yuba City,2020,15.2,CA
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
